AgeGroup,Gender,SocialMediaHours,UsageDuringStudy,FocusReduction,Procrastination,CheckingDuringStudy,CourseworkDistraction,TimeManagementDifficulty,NotificationDisruption,Multitasking,TimeLost,StudyDelay,UsageLimitation,AcademicImpact,ProductivityWithoutSM,MostUsedPlatform,BreakFrequency,ProductivityImpact
25–34,Female ,1–3 hours ,Rarely ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Not at all ,Twitter ,Sometimes ,Slightly 
18–24,Female ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Not at all ,Sometimes ,Sometimes ,Rarely ,Rarely ,Rarely ,Rarely ,Not at all ,TikTok ,Sometimes ,Slightly 
Below 18,Female ,Less than 1 hour ,Often ,Not at all ,Rarely ,Sometimes ,Slightly ,Significantly ,Often ,Sometimes ,Often ,Often ,Often ,Often ,Slightly ,LinkedIn ,Sometimes ,Moderately 
Below 18,Male ,More than 3 hours ,Always ,Significantly ,Always ,Always ,Moderately ,Moderately ,Always ,Often ,Often ,Often ,Always ,Often ,Moderately ,Facebook ,Often ,Significantly 
18–24,Male ,More than 3 hours ,Sometimes ,Significantly ,Often ,Often ,Significantly ,Significantly ,Always ,Always ,Always ,Always ,Always ,Always ,Significantly ,Facebook ,Sometimes ,Significantly 
25–34,Female ,Less than 1 hour ,Sometimes ,Slightly ,Sometimes ,Often ,Moderately ,Slightly ,Sometimes ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Slightly ,Twitter ,Rarely ,Slightly 
18–24,Female ,More than 3 hours ,Often ,Moderately ,Often ,Often ,Significantly ,Moderately ,Always ,Always ,Always ,Always ,Often ,Always ,Significantly ,Instagram ,Always ,Significantly 
Below 18,Male ,More than 3 hours ,Sometimes ,Moderately ,Sometimes ,Often ,Significantly ,Significantly ,Always ,Always ,Always ,Always ,Often ,Always ,Moderately ,Facebook ,Always ,Significantly 
Below 18,Other ,More than 3 hours ,Always ,Significantly ,Always ,Often ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Often ,Often ,Moderately ,Facebook ,Often ,Moderately 
Below 18,Female ,More than 3 hours ,Always ,Moderately ,Often ,Sometimes ,Significantly ,Moderately ,Often ,Always ,Often ,Sometimes ,Sometimes ,Sometimes ,Significantly ,YouTube ,Always ,Significantly 
18–24,Male ,More than 3 hours ,Always ,Moderately ,Sometimes ,Often ,Slightly ,Significantly ,Rarely ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Moderately ,Facebook ,Sometimes ,Moderately 
18–24,Male ,More than 3 hours ,Always ,Moderately ,Sometimes ,Often ,Slightly ,Significantly ,Rarely ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Moderately ,Facebook ,Sometimes ,Moderately 
18–24,Female ,More than 3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Slightly ,TikTok ,Sometimes ,Not at all 
25–34,Male ,1–3 hours ,Often ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Often ,Often ,Often ,Often ,Often ,Moderately ,Facebook ,Often ,Slightly 
18–24,Female ,More than 3 hours ,Often ,Significantly ,Often ,Often ,Significantly ,Significantly ,Always ,Often ,Often ,Always ,Often ,Always ,Significantly ,TikTok ,Often ,Moderately 
18–24,Male ,More than 3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Slightly ,Facebook ,Sometimes ,Slightly 
18–24,Female ,More than 3 hours ,Often ,Significantly ,Often ,Often ,Moderately ,Moderately ,Often ,Often ,Always ,Always ,Often ,Always ,Significantly ,Facebook ,Always ,Significantly 
18–24,Female ,1–3 hours ,Rarely ,Slightly ,Rarely ,Rarely ,Slightly ,Slightly ,Rarely ,Sometimes ,Rarely ,Rarely ,Often ,Sometimes ,Moderately ,Facebook ,Sometimes ,Not at all 
18–24,Male ,More than 3 hours ,Always ,Significantly ,Always ,Always ,Significantly ,Significantly ,Always ,Always ,Often ,Always ,Sometimes ,Often ,Slightly ,YouTube ,Often ,Significantly 
25–34,Male ,More than 3 hours ,Always ,Significantly ,Often ,Often ,Significantly ,Significantly ,Often ,Often ,Often ,Always ,Often ,Often ,Significantly ,Facebook ,Sometimes ,Significantly 
18–24,Male ,1–3 hours ,Always ,Significantly ,Often ,Often ,Moderately ,Significantly ,Often ,Always ,Often ,Often ,Always ,Often ,Moderately ,Snapchat ,Often ,Moderately 
25–34,Male ,1–3 hours ,Often ,Slightly ,Sometimes ,Rarely ,Not at all ,Moderately ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Often ,Slightly ,Snapchat ,Sometimes ,Not at all 
25–34,Male ,More than 3 hours ,Often ,Significantly ,Often ,Always ,Moderately ,Significantly ,Always ,Often ,Often ,Often ,Often ,Often ,Moderately ,Others ,Always ,Significantly 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often ,Often ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Often ,Often ,Moderately ,Facebook ,Often ,Slightly 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often ,Often ,Significantly ,Significantly ,Always ,Often ,Often ,Always ,Rarely ,Always ,Significantly ,Facebook ,Often ,Significantly 
25–34,Female ,Less than 1 hour ,Sometimes ,Slightly ,Sometimes ,Often ,Moderately ,Slightly ,Sometimes ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Slightly ,Twitter ,Rarely ,Slightly 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Always ,Always ,Significantly ,Moderately ,Always ,Rarely ,Often ,Often ,Sometimes ,Always ,Significantly ,Facebook ,Sometimes ,Significantly 
25–34,Male ,1–3 hours ,Often ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Often ,Often ,Often ,Often ,Often ,Moderately ,Facebook ,Often ,Slightly 
Below 18,Female ,More than 3 hours ,Sometimes ,Moderately ,Always ,Often ,Significantly ,Slightly ,Often ,Sometimes ,Often ,Always ,Often ,Often ,Significantly ,TikTok ,Always ,Significantly 
18–24,Male ,More than 3 hours ,Sometimes ,Slightly ,Often ,Sometimes ,Slightly ,Slightly ,Rarely ,Rarely ,Rarely ,Sometimes ,Rarely ,Sometimes ,Slightly ,Facebook ,Rarely ,Slightly 
25–34,Male ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Rarely ,Often ,Rarely ,Sometimes ,Always ,Sometimes ,Significantly ,Facebook ,Often ,Moderately 
Below 18,Female ,Less than 1 hour ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Slightly ,Instagram ,Sometimes ,Slightly 
18–24,Female ,1–3 hours ,Always ,Significantly ,Always ,Always ,Significantly ,Significantly ,Always ,Always ,Always ,Always ,Often ,Often ,Significantly ,YouTube ,Always ,Significantly 
18–24,Male ,More than 3 hours ,Sometimes ,Significantly ,Sometimes ,Often ,Moderately ,Moderately ,Often ,Often ,Sometimes ,Often ,Often ,Often ,Significantly ,Facebook ,Sometimes ,Significantly 
18–24,Male ,1–3 hours ,Sometimes ,Slightly ,Rarely ,Rarely ,Slightly ,Slightly ,Rarely ,Rarely ,Sometimes ,Sometimes ,Rarely ,Sometimes ,Slightly ,Facebook ,Rarely ,Slightly 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often ,Always ,Moderately ,Significantly ,Often ,Often ,Always ,Always ,Always ,Often ,Significantly ,LinkedIn ,Always ,Moderately 
25–34,Female ,1–3 hours ,Often ,Moderately ,Often ,Sometimes ,Slightly ,Moderately ,Sometimes ,Often ,Sometimes ,Sometimes ,Often ,Often ,Slightly ,YouTube ,Often ,Slightly 
18–24,Male ,More than 3 hours ,Rarely ,Slightly ,Rarely ,Rarely ,Slightly ,Moderately ,Sometimes ,Rarely ,Rarely ,Rarely ,Always ,Often ,Significantly ,Facebook ,Always ,Significantly 
18–24,Male ,1–3 hours ,Often ,Significantly ,Often ,Sometimes ,Moderately ,Significantly ,Often ,Always ,Always ,Always ,Always ,Always ,Moderately ,YouTube ,Often ,Moderately 
18–24,Male ,Less than 1 hour ,Often ,Not at all ,Rarely ,Rarely ,Slightly ,Slightly ,Always ,Sometimes ,Sometimes ,Rarely ,Sometimes ,Sometimes ,Slightly ,YouTube ,Sometimes ,Moderately 
Below 18,Male ,Less than 1 hour ,Rarely ,Not at all ,Rarely ,Rarely ,Not at all ,Not at all ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Not at all ,Twitter ,Rarely ,Not at all 
18–24,Female ,Less than 1 hour ,Rarely ,Not at all ,Rarely ,Sometimes ,Slightly ,Not at all ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Slightly ,Instagram ,Sometimes ,Slightly 
18–24,Male ,1–3 hours ,Sometimes ,Slightly ,Rarely ,Sometimes ,Slightly ,Significantly ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Not at all ,Facebook ,Rarely ,Not at all 
18–24,Male ,More than 3 hours ,Sometimes ,Significantly ,Often ,Often ,Significantly ,Significantly ,Always ,Always ,Always ,Always ,Always ,Always ,Significantly ,Facebook ,Sometimes ,Significantly 
18–24,Female ,1–3 hours ,Sometimes ,Moderately ,Sometimes ,Sometimes ,Slightly ,Not at all ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Often ,Sometimes ,Significantly ,Facebook ,Often ,Moderately 
25–34,Male ,Less than 1 hour ,Rarely ,Significantly ,Often ,Often ,Significantly ,Significantly ,Often ,Often ,Often ,Often ,Often ,Often ,Significantly ,YouTube ,Often ,Significantly 
25–34,Female ,Less than 1 hour ,Rarely ,Not at all ,Sometimes ,Rarely ,Slightly ,Moderately ,Often ,Often ,Often ,Sometimes ,Sometimes ,Sometimes ,Significantly ,Facebook ,Sometimes ,Slightly 
18–24,Male ,Less than 1 hour ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Rarely ,Sometimes ,Sometimes ,Sometimes ,Often ,Sometimes ,Moderately ,YouTube ,Sometimes ,Slightly 
18–24,Male ,More than 3 hours ,Sometimes ,Significantly ,Often ,Sometimes ,Moderately ,Slightly ,Often ,Often ,Always ,Always ,Always ,Often ,Significantly ,Twitter ,Often ,Slightly 
18–24,Female ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Moderately ,Moderately ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Often ,Sometimes ,Slightly ,Snapchat ,Sometimes ,Slightly 
25–34,Male ,More than 3 hours ,Sometimes ,Significantly ,Often ,Often ,Significantly ,Moderately ,Often ,Often ,Often ,Often ,Sometimes ,Sometimes ,Slightly ,Facebook ,Sometimes ,Slightly 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often ,Often ,Significantly ,Significantly ,Always ,Often ,Often ,Always ,Rarely ,Always ,Significantly ,Facebook ,Often ,Significantly 
18–24,Male ,Less than 1 hour ,Sometimes ,Slightly ,Sometimes ,Often ,Moderately ,Slightly ,Rarely ,Sometimes ,Rarely ,Sometimes ,Sometimes ,Sometimes ,Slightly ,TikTok ,Sometimes ,Slightly 
18–24,Male ,1–3 hours ,Often ,Moderately ,Always ,Always ,Moderately ,Significantly ,Often ,Always ,Always ,Always ,Often ,Often ,Significantly ,LinkedIn ,Often ,Moderately 
25–34,Male ,More than 3 hours ,Sometimes ,Moderately ,Always ,Sometimes ,Significantly ,Significantly ,Often ,Sometimes ,Often ,Always ,Always ,Often ,Significantly ,Facebook ,Often ,Slightly 
18–24,Female ,1–3 hours ,Always ,Significantly ,Always ,Always ,Significantly ,Moderately ,Often ,Often ,Often ,Always ,Always ,Always ,Significantly ,YouTube ,Always ,Significantly 
Below 18,Male ,More than 3 hours ,Always ,Moderately ,Always ,Always ,Moderately ,Significantly ,Sometimes ,Sometimes ,Always ,Always ,Sometimes ,Often ,Moderately ,Instagram ,Always ,Slightly 
25–34,Male ,More than 3 hours ,Always ,Moderately ,Always ,Often ,Moderately ,Significantly ,Always ,Often ,Always ,Always ,Always ,Often ,Moderately ,YouTube ,Always ,Significantly 
18–24,Other ,More than 3 hours ,Sometimes ,Moderately ,Rarely ,Rarely ,Not at all ,Slightly ,Often ,Rarely ,Rarely ,Sometimes ,Always ,Often ,Significantly ,Instagram ,Often ,Significantly 
18–24,Male ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Slightly ,YouTube ,Sometimes ,Slightly 
Below 18,Female ,Less than 1 hour ,Rarely ,Not at all ,Rarely ,Rarely ,Not at all ,Not at all ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Not at all ,Facebook ,Rarely ,Not at all 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Always ,Always ,Significantly ,Significantly ,Often ,Often ,Often ,Always ,Often ,Always ,Significantly ,Instagram ,Always ,Significantly 
18–24,Female ,1–3 hours ,Often ,Moderately ,Always ,Often ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Sometimes ,Sometimes ,Significantly ,Facebook ,Always ,Moderately 
18–24,Female ,More than 3 hours ,Often ,Moderately ,Often ,Often ,Significantly ,Moderately ,Sometimes ,Often ,Often ,Always ,Often ,Often ,Significantly ,YouTube ,Sometimes ,Moderately 
Below 18,Male ,More than 3 hours ,Often ,Moderately ,Always ,Always ,Moderately ,Moderately ,Often ,Always ,Often ,Sometimes ,Sometimes ,Often ,Moderately ,Instagram ,Often ,Not at all 
18–24,Male ,More than 3 hours ,Always ,Significantly ,Always ,Always ,Significantly ,Significantly ,Always ,Always ,Always ,Always ,Always ,Always ,Significantly ,Facebook ,Always ,Significantly 
18–24,Male ,Less than 1 hour ,Rarely ,Not at all ,Rarely ,Rarely ,Not at all ,Not at all ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Not at all ,YouTube ,Rarely ,Not at all 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often ,Sometimes ,Moderately ,Slightly ,Rarely ,Rarely ,Sometimes ,Sometimes ,Sometimes ,Often ,Significantly ,Facebook ,Sometimes ,Significantly 
18–24,Male ,More than 3 hours ,Sometimes ,Moderately ,Sometimes ,Sometimes ,Moderately ,Moderately ,Sometimes ,Sometimes ,Rarely ,Sometimes ,Sometimes ,Sometimes ,Significantly ,Facebook ,Sometimes ,Moderately 
18–24,Female ,1–3 hours ,Often ,Significantly ,Always ,Always ,Moderately ,Significantly ,Always ,Often ,Often ,Often ,Always ,Often ,Significantly ,Instagram ,Always ,Moderately 
18–24,Female ,More than 3 hours ,Always ,Significantly ,Often ,Always ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Sometimes ,Often ,Moderately ,Facebook ,Sometimes ,Moderately 
18–24,Male ,More than 3 hours ,Sometimes ,Significantly ,Sometimes ,Often ,Moderately ,Moderately ,Often ,Often ,Sometimes ,Often ,Often ,Often ,Significantly ,Facebook ,Sometimes ,Significantly 
18–24,Male ,Less than 1 hour ,Often ,Not at all ,Rarely ,Rarely ,Slightly ,Slightly ,Always ,Sometimes ,Sometimes ,Rarely ,Sometimes ,Sometimes ,Slightly ,YouTube ,Sometimes ,Moderately 
18–24,Female ,Less than 1 hour ,Rarely ,Slightly ,Rarely ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Slightly ,Instagram ,Sometimes ,Slightly 
18–24,Male ,More than 3 hours ,Often ,Moderately ,Often ,Often ,Moderately ,Moderately ,Often ,Sometimes ,Often ,Sometimes ,Often ,Often ,Slightly ,Facebook ,Sometimes ,Slightly 
18–24,Female ,1–3 hours ,Always ,Moderately ,Often ,Often ,Significantly ,Moderately ,Often ,Often ,Often ,Often ,Often ,Often ,Moderately ,Instagram ,Often ,Moderately 
18–24,Male ,Less than 1 hour ,Sometimes ,Slightly ,Sometimes ,Often ,Moderately ,Slightly ,Rarely ,Sometimes ,Rarely ,Sometimes ,Sometimes ,Sometimes ,Slightly ,TikTok ,Sometimes ,Slightly 
25–34,Male ,Less than 1 hour ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Slightly ,Instagram ,Sometimes ,Slightly 
18–24,Female ,More than 3 hours ,Often ,Significantly ,Often ,Often ,Significantly ,Significantly ,Always ,Often ,Often ,Always ,Often ,Always ,Significantly ,TikTok ,Often ,Moderately 
18–24,Female ,1–3 hours ,Rarely ,Moderately ,Sometimes ,Sometimes ,Slightly ,Significantly ,Often ,Sometimes ,Sometimes ,Sometimes ,Often ,Sometimes ,Significantly ,Facebook ,Sometimes ,Significantly 
18–24,Male ,1–3 hours ,Always ,Moderately ,Often ,Often ,Moderately ,Moderately ,Often ,Often ,Always ,Always ,Always ,Always ,Significantly ,Instagram ,Always ,Significantly 
18–24,Male ,More than 3 hours ,Sometimes ,Not at all ,Sometimes ,Sometimes ,Slightly ,Not at all ,Sometimes ,Rarely ,Sometimes ,Rarely ,Rarely ,Rarely ,Not at all ,Facebook ,Often ,Slightly 
18–24,Female ,More than 3 hours ,Often ,Moderately ,Often ,Always ,Moderately ,Moderately ,Often ,Often ,Always ,Always ,Always ,Often ,Significantly ,Facebook ,Always ,Moderately 
18–24,Male ,More than 3 hours ,Sometimes ,Significantly ,Sometimes ,Often ,Moderately ,Moderately ,Often ,Often ,Sometimes ,Often ,Often ,Often ,Significantly ,Facebook ,Sometimes ,Significantly 
25–34,Female ,Less than 1 hour ,Rarely ,Slightly ,Sometimes ,Sometimes ,Moderately ,Moderately ,Sometimes ,Often ,Sometimes ,Often ,Sometimes ,Often ,Slightly ,Instagram ,Often ,Slightly 
18–24,Male ,1–3 hours ,Sometimes ,Significantly ,Always ,Sometimes ,Not at all ,Significantly ,Always ,Sometimes ,Always ,Always ,Sometimes ,Often ,Significantly ,Facebook ,Often ,Moderately 
18–24,Female ,More than 3 hours ,Often ,Slightly ,Often ,Often ,Slightly ,Slightly ,Sometimes ,Often ,Often ,Often ,Often ,Sometimes ,Moderately ,TikTok ,Sometimes ,Slightly 
Below 18,Other ,More than 3 hours ,Always ,Significantly ,Always ,Often ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Often ,Often ,Moderately ,Facebook ,Often ,Moderately 
18–24,Male ,More than 3 hours ,Often ,Moderately ,Sometimes ,Rarely ,Slightly ,Slightly ,Often ,Sometimes ,Sometimes ,Sometimes ,Always ,Sometimes ,Moderately ,Facebook ,Often ,Slightly 
Below 18,Other ,More than 3 hours ,Always ,Significantly ,Always ,Often ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Often ,Often ,Moderately ,Facebook ,Often ,Moderately 
25–34,Male ,More than 3 hours ,Often ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Often ,Sometimes ,Sometimes ,Sometimes ,Often ,Sometimes ,Significantly ,Facebook ,Rarely ,Moderately 
Below 18,Female ,Less than 1 hour ,Sometimes ,Not at all ,Rarely ,Rarely ,Not at all ,Slightly ,Rarely ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Not at all ,Snapchat ,Sometimes ,Slightly 
18–24,Female ,More than 3 hours ,Often ,Moderately ,Often ,Often ,Significantly ,Moderately ,Sometimes ,Often ,Often ,Always ,Often ,Often ,Significantly ,YouTube ,Sometimes ,Moderately 
25–34,Male ,1–3 hours ,Sometimes ,Moderately ,Sometimes ,Sometimes ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Often ,Often ,Moderately ,YouTube ,Often ,Moderately 
18–24,Other ,More than 3 hours ,Often ,Moderately ,Sometimes ,Sometimes ,Slightly ,Slightly ,Often ,Often ,Sometimes ,Often ,Sometimes ,Sometimes ,Slightly ,LinkedIn ,Often ,Slightly 
18–24,Other ,More than 3 hours ,Sometimes ,Moderately ,Rarely ,Rarely ,Not at all ,Slightly ,Often ,Rarely ,Rarely ,Sometimes ,Always ,Often ,Significantly ,Instagram ,Often ,Significantly 
18–24,Male ,More than 3 hours ,Sometimes ,Moderately ,Sometimes ,Sometimes ,Moderately ,Moderately ,Sometimes ,Sometimes ,Rarely ,Sometimes ,Sometimes ,Sometimes ,Significantly ,Facebook ,Sometimes ,Moderately 
Below 18,Female ,More than 3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Sometimes ,Slightly ,YouTube ,Sometimes ,Slightly 
18–24,Female ,1–3 hours ,Often ,Moderately ,Sometimes ,Often ,Slightly ,Moderately ,Sometimes ,Rarely ,Rarely ,Sometimes ,Often ,Sometimes ,Slightly ,Snapchat ,Sometimes ,Moderately 
25–34,Female ,Less than 1 hour ,Rarely ,Not at all ,Sometimes ,Rarely ,Slightly ,Moderately ,Often ,Often ,Often ,Sometimes ,Sometimes ,Sometimes ,Significantly ,Facebook ,Sometimes ,Slightly 
25–34,Male ,More than 3 hours ,Always ,Slightly ,Rarely ,Rarely ,Not at all ,Slightly ,Rarely ,Often ,Rarely ,Rarely ,Often ,Rarely ,Significantly ,Facebook ,Rarely ,Not at all 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Always ,Always ,Significantly ,Moderately ,Often ,Often ,Always ,Often ,Often ,Often ,Significantly ,Snapchat ,Always ,Moderately 
25–34,Female ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Rarely ,Rarely ,Sometimes ,Sometimes ,Slightly ,Snapchat ,Sometimes ,Slightly 
25–34,Male ,More than 3 hours ,Always ,Slightly ,Sometimes ,Often ,Not at all ,Not at all ,Sometimes ,Always ,Rarely ,Sometimes ,Often ,Rarely ,Significantly ,YouTube ,Always ,Not at all 
25–34,Female ,1–3 hours ,Always ,Moderately ,Always ,Often ,Significantly ,Significantly ,Often ,Always ,Always ,Often ,Often ,Always ,Moderately ,YouTube ,Always ,Significantly 
18–24,Female ,1–3 hours ,Rarely ,Slightly ,Rarely ,Rarely ,Slightly ,Slightly ,Rarely ,Sometimes ,Rarely ,Rarely ,Often ,Sometimes ,Moderately ,Facebook ,Sometimes ,Not at all 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often ,Always ,Moderately ,Significantly ,Often ,Often ,Always ,Always ,Always ,Often ,Significantly ,LinkedIn ,Always ,Moderately 
